type,quantity_fp,market_ticker,side,entry_price_dollars,exit_price_dollars,open_fees_dollars,close_fees_dollars,realized_pnl_without_fees_dollars,realized_pnl_with_fees_dollars,close_timestamp,open_timestamp
trade,20.00,KXTEMPLAXH-26JUL2211-T70.99,yes,0.2800,0.2600,0.000000,0.000000,-0.400000,-0.400000,2026-07-22T10:35:12-04:00,2026-07-22T10:24:00-04:00
trade,19.00,KXTEMPCHIH-26JUL2211-T67.99,no,0.2400,0.2200,0.000000,0.000000,-0.380000,-0.380000,2026-07-22T10:45:28-04:00,2026-07-22T10:05:23-04:00
trade,1.00,KXTEMPCHIH-26JUL2211-T67.99,no,0.2400,0.5500,0.000000,0.000000,0.310000,0.310000,2026-07-22T10:50:47-04:00,2026-07-22T10:05:23-04:00
trade,6.71,KXAAAGASW-26JUL27-4.120,yes,0.8600,0.8400,0.000000,0.000000,-0.134200,-0.134200,2026-07-22T11:09:29-04:00,2026-07-22T09:46:23-04:00
trade,14.00,KXAAAGASD-26JUL23-4.100,yes,0.5200,0.5000,0.000000,0.000000,-0.280000,-0.280000,2026-07-22T11:11:51-04:00,2026-07-22T10:54:05-04:00
trade,3.85,KXTEMPCHIH-26JUL2212-T69.99,yes,0.7100,0.7200,0.000000,0.000000,0.038500,0.038500,2026-07-22T11:12:03-04:00,2026-07-22T11:11:52-04:00
trade,10.00,KXTEMPCHIH-26JUL2212-T69.99,no,0.2800,0.2900,0.000000,0.000000,0.100000,0.100000,2026-07-22T11:13:45-04:00,2026-07-22T11:12:03-04:00
trade,6.00,KXTEMPCHIH-26JUL2212-T69.99,no,0.2800,0.2900,0.000000,0.000000,0.060000,0.060000,2026-07-22T11:13:53-04:00,2026-07-22T11:12:03-04:00
trade,3.55,KXTEMPNYCH-26JUL2212-T80.99,no,0.1000,0.1100,0.000000,0.000000,0.035500,0.035500,2026-07-22T11:21:16-04:00,2026-07-22T11:12:13-04:00
trade,8.00,KXAAAGASW-26JUL27-4.100,yes,0.9000,0.9000,0.000000,0.000000,0.000000,0.000000,2026-07-22T11:21:36-04:00,2026-07-22T10:52:54-04:00
trade,2.00,KXTEMPLAXH-26JUL2212-T70.99,yes,0.7600,0.7700,0.000000,0.000000,0.020000,0.020000,2026-07-22T11:21:54-04:00,2026-07-22T11:18:44-04:00
trade,0.15,KXTEMPCHIH-26JUL2212-T69.99,no,0.2800,0.3900,0.000000,0.000000,0.016500,0.016500,2026-07-22T11:23:21-04:00,2026-07-22T11:12:03-04:00
trade,3.00,KXTEMPAUSH-26JUL2212-T95.99,no,0.1400,0.1200,0.000000,0.000000,-0.060000,-0.060000,2026-07-22T11:27:41-04:00,2026-07-22T11:19:50-04:00
trade,20.00,KXTEMPCHIH-26JUL2211-T66.99,no,0.1200,0.0000,0.000000,0.000000,-2.400000,-2.400000,2026-07-22T12:30:54-04:00,2026-07-22T10:05:23-04:00
trade,10.00,KXAAAGASD-26JUL23-4.105,no,0.6900,0.7000,0.000000,0.000000,0.100000,0.100000,2026-07-22T13:00:37-04:00,2026-07-22T12:47:28-04:00
trade,3.46,KXAAAGASD-26JUL23-4.100,no,0.5800,0.5600,0.000000,0.000000,-0.069200,-0.069200,2026-07-22T13:18:52-04:00,2026-07-22T12:49:00-04:00
trade,0.91,KXTEMPLAXH-26JUL2212-T70.99,yes,0.7600,0.0000,0.000000,0.000000,-0.691600,-0.691600,2026-07-22T13:30:54-04:00,2026-07-22T11:18:44-04:00
trade,15.00,KXTEMPLAXH-26JUL2212-T71.99,yes,0.4800,0.0000,0.000000,0.000000,-7.200000,-7.200000,2026-07-22T13:30:54-04:00,2026-07-22T11:14:26-04:00
trade,16.45,KXTEMPNYCH-26JUL2212-T80.99,no,0.1000,0.0000,0.000000,0.000000,-1.645000,-1.645000,2026-07-22T13:30:54-04:00,2026-07-22T11:12:13-04:00
trade,11.85,KXTEMPCHIH-26JUL2212-T69.99,yes,0.6100,0.0000,0.000000,0.000000,-7.228500,-7.228500,2026-07-22T13:30:54-04:00,2026-07-22T11:23:21-04:00
trade,0.78,KXTEMPAUSH-26JUL2212-T95.99,no,0.1400,0.0000,0.000000,0.000000,-0.109200,-0.109200,2026-07-22T13:30:54-04:00,2026-07-22T11:19:50-04:00
trade,8.00,KXAAAGASD-26JUL23-4.100,no,0.5800,0.5700,0.000000,0.000000,-0.080000,-0.080000,2026-07-22T13:34:51-04:00,2026-07-22T12:49:00-04:00
trade,0.54,KXAAAGASD-26JUL23-4.100,no,0.5800,0.5600,0.000000,0.000000,-0.010800,-0.010800,2026-07-22T14:32:30-04:00,2026-07-22T12:49:00-04:00
trade,6.00,KXAAAGASD-26JUL23-4.100,yes,0.4400,0.4500,0.000000,0.000000,0.060000,0.060000,2026-07-22T14:33:52-04:00,2026-07-22T14:32:30-04:00
trade,7.00,KXAAAGASD-26JUL23-4.095,yes,0.7300,0.7300,0.000000,0.000000,0.000000,0.000000,2026-07-22T14:45:37-04:00,2026-07-22T14:32:26-04:00
trade,0.16,KXAAAGASD-26JUL23-4.100,yes,0.4400,0.4200,0.000000,0.000000,-0.003200,-0.003200,2026-07-22T14:53:57-04:00,2026-07-22T14:32:30-04:00
trade,0.04,KXAAAGASD-26JUL23-4.095,yes,0.7300,0.7400,0.000000,0.000000,0.000400,0.000400,2026-07-22T15:04:01-04:00,2026-07-22T14:32:26-04:00
trade,8.96,KXAAAGASD-26JUL23-4.095,yes,0.7300,0.7400,0.000000,0.000000,0.089600,0.089600,2026-07-22T15:04:01-04:00,2026-07-22T14:53:23-04:00
trade,6.03,KXAAAGASD-26JUL23-4.100,no,0.5800,0.5300,0.000000,0.000000,-0.301500,-0.301500,2026-07-22T15:19:40-04:00,2026-07-22T14:53:57-04:00
trade,5.48,KXAAAGASD-26JUL23-4.100,no,0.5800,0.5300,0.000000,0.000000,-0.274000,-0.274000,2026-07-22T15:19:59-04:00,2026-07-22T14:53:57-04:00
trade,0.33,KXAAAGASD-26JUL23-4.100,no,0.5800,0.5300,0.000000,0.000000,-0.016500,-0.016500,2026-07-22T15:25:48-04:00,2026-07-22T14:53:57-04:00
trade,0.04,KXAAAGASD-26JUL23-4.095,yes,0.7300,0.7300,0.000000,0.000000,0.000000,0.000000,2026-07-22T15:39:46-04:00,2026-07-22T14:53:23-04:00
trade,9.96,KXAAAGASD-26JUL23-4.095,yes,0.7300,0.7300,0.000000,0.000000,0.000000,0.000000,2026-07-22T15:39:46-04:00,2026-07-22T15:03:51-04:00
trade,10.00,KXAAAGASD-26JUL23-4.105,no,0.7400,0.7400,0.000000,0.000000,0.000000,0.000000,2026-07-22T15:42:41-04:00,2026-07-22T15:18:30-04:00
trade,8.11,KXAAAGASD-26JUL23-4.090,yes,0.8300,0.8200,0.000000,0.000000,-0.081100,-0.081100,2026-07-22T16:22:04-04:00,2026-07-22T14:32:30-04:00
trade,7.89,KXAAAGASD-26JUL23-4.090,yes,0.8200,0.8200,0.000000,0.000000,0.000000,0.000000,2026-07-22T16:22:04-04:00,2026-07-22T14:39:13-04:00
trade,0.04,KXAAAGASD-26JUL23-4.095,yes,0.7300,0.7400,0.000000,0.000000,0.000400,0.000400,2026-07-22T16:27:17-04:00,2026-07-22T15:03:51-04:00
trade,0.61,KXAAAGASD-26JUL23-4.095,no,0.2600,0.2800,0.000000,0.000000,0.012200,0.012200,2026-07-22T16:30:08-04:00,2026-07-22T16:27:17-04:00
trade,7.00,KXAAAGASD-26JUL23-4.105,yes,0.2600,0.2100,0.000000,0.000000,-0.350000,-0.350000,2026-07-22T16:42:52-04:00,2026-07-22T15:42:41-04:00
trade,1.00,KXAAAGASD-26JUL23-4.105,yes,0.1900,0.2100,0.000000,0.000000,0.020000,0.020000,2026-07-22T16:42:52-04:00,2026-07-22T16:23:33-04:00
trade,0.11,KXAAAGASD-26JUL23-4.090,yes,0.8200,0.8000,0.000000,0.000000,-0.002200,-0.002200,2026-07-22T16:46:31-04:00,2026-07-22T14:39:13-04:00
trade,2.87,KXAAAGASD-26JUL23-4.100,yes,0.4700,0.4000,0.000000,0.000000,-0.200900,-0.200900,2026-07-22T17:23:24-04:00,2026-07-22T15:25:48-04:00
trade,10.80,KXAAAGASD-26JUL23-4.100,yes,0.4700,0.4000,0.000000,0.000000,-0.756000,-0.756000,2026-07-22T17:50:14-04:00,2026-07-22T15:25:48-04:00
trade,1.20,KXAAAGASD-26JUL23-4.100,yes,0.3700,0.4000,0.000000,0.000000,0.036000,0.036000,2026-07-22T17:50:14-04:00,2026-07-22T15:42:56-04:00
trade,15.00,KXAAAGASD-26JUL23-4.100,yes,0.3700,0.4300,0.000000,0.000000,0.900000,0.900000,2026-07-22T17:52:54-04:00,2026-07-22T15:42:56-04:00
trade,0.80,KXAAAGASD-26JUL23-4.100,yes,0.3700,0.4300,0.000000,0.000000,0.048000,0.048000,2026-07-22T17:52:54-04:00,2026-07-22T15:42:56-04:00
trade,1.20,KXAAAGASD-26JUL23-4.100,no,0.5700,0.6200,0.000000,0.000000,0.060000,0.060000,2026-07-22T17:54:55-04:00,2026-07-22T17:52:54-04:00
trade,1.28,KXAAAGASD-26JUL23-4.100,no,0.5700,0.6200,0.000000,0.000000,0.064000,0.064000,2026-07-22T17:54:55-04:00,2026-07-22T17:53:30-04:00
trade,2.00,KXAAAGASD-26JUL23-4.095,yes,0.7200,0.7000,0.000000,0.000000,-0.040000,-0.040000,2026-07-22T18:01:12-04:00,2026-07-22T16:30:08-04:00
trade,0.39,KXAAAGASD-26JUL23-4.095,yes,0.7200,0.7000,0.000000,0.000000,-0.007800,-0.007800,2026-07-22T18:28:16-04:00,2026-07-22T16:30:08-04:00
trade,1.61,KXAAAGASD-26JUL23-4.095,yes,0.7000,0.7000,0.000000,0.000000,0.000000,0.000000,2026-07-22T18:28:16-04:00,2026-07-22T16:31:50-04:00
trade,11.00,KXAAAGASD-26JUL23-4.100,yes,0.3800,0.3300,0.000000,0.000000,-0.550000,-0.550000,2026-07-22T20:23:13-04:00,2026-07-22T17:54:55-04:00
trade,5.52,KXAAAGASD-26JUL23-4.100,yes,0.3800,0.3900,0.000000,0.000000,0.055200,0.055200,2026-07-22T20:26:52-04:00,2026-07-22T17:54:55-04:00
trade,6.77,KXAAAGASD-26JUL23-4.100,yes,0.3200,0.3900,0.000000,0.000000,0.473900,0.473900,2026-07-22T20:26:52-04:00,2026-07-22T17:55:22-04:00
trade,12.00,KXAAAGASD-26JUL23-4.100,yes,0.3200,0.3500,0.000000,0.000000,0.360000,0.360000,2026-07-22T20:38:09-04:00,2026-07-22T17:55:22-04:00
trade,0.39,KXAAAGASD-26JUL23-4.095,yes,0.7000,0.7300,0.000000,0.000000,0.011700,0.011700,2026-07-22T20:40:52-04:00,2026-07-22T16:31:50-04:00
trade,19.00,KXAAAGASD-26JUL23-4.095,no,0.2700,0.2900,0.000000,0.000000,0.380000,0.380000,2026-07-22T20:44:25-04:00,2026-07-22T20:40:52-04:00
trade,0.23,KXAAAGASD-26JUL23-4.100,yes,0.3200,0.3300,0.000000,0.000000,0.002300,0.002300,2026-07-22T20:47:37-04:00,2026-07-22T17:55:22-04:00
trade,2.85,KXAAAGASD-26JUL23-4.100,yes,0.3200,0.3300,0.000000,0.000000,0.028500,0.028500,2026-07-22T20:47:37-04:00,2026-07-22T20:38:47-04:00
trade,18.92,KXAAAGASD-26JUL23-4.100,yes,0.3400,0.3300,0.000000,0.000000,-0.189200,-0.189200,2026-07-22T20:47:37-04:00,2026-07-22T20:42:21-04:00
trade,1.00,KXAAAGASD-26JUL23-4.100,yes,0.3400,0.3600,0.000000,0.000000,0.020000,0.020000,2026-07-22T20:50:19-04:00,2026-07-22T20:42:21-04:00
trade,0.08,KXAAAGASD-26JUL23-4.100,yes,0.3400,0.3100,0.000000,0.000000,-0.002400,-0.002400,2026-07-22T20:54:55-04:00,2026-07-22T20:42:21-04:00
trade,19.92,KXAAAGASD-26JUL23-4.100,yes,0.3200,0.3100,0.000000,0.000000,-0.199200,-0.199200,2026-07-22T20:54:55-04:00,2026-07-22T20:52:42-04:00
trade,0.08,KXAAAGASD-26JUL23-4.100,yes,0.3200,0.3400,0.000000,0.000000,0.001600,0.001600,2026-07-22T21:00:43-04:00,2026-07-22T20:52:42-04:00
trade,0.61,KXAAAGASD-26JUL23-4.095,no,0.2700,0.3000,0.000000,0.000000,0.018300,0.018300,2026-07-22T21:00:52-04:00,2026-07-22T20:40:52-04:00
trade,0.73,KXAAAGASD-26JUL23-4.095,no,0.2900,0.3000,0.000000,0.000000,0.007300,0.007300,2026-07-22T21:00:52-04:00,2026-07-22T20:45:48-04:00
trade,18.66,KXAAAGASD-26JUL23-4.095,no,0.2900,0.3000,0.000000,0.000000,0.186600,0.186600,2026-07-22T21:01:40-04:00,2026-07-22T20:45:48-04:00
trade,0.61,KXAAAGASD-26JUL23-4.095,no,0.2900,0.3100,0.000000,0.000000,0.012200,0.012200,2026-07-22T21:08:15-04:00,2026-07-22T20:45:48-04:00
trade,18.39,KXAAAGASD-26JUL23-4.095,no,0.3000,0.3100,0.000000,0.000000,0.183900,0.183900,2026-07-22T21:08:15-04:00,2026-07-22T21:02:35-04:00
trade,9.92,KXAAAGASD-26JUL23-4.100,no,0.6600,0.6500,0.000000,0.000000,-0.099200,-0.099200,2026-07-22T21:09:54-04:00,2026-07-22T21:00:43-04:00
trade,9.08,KXAAAGASD-26JUL23-4.100,no,0.6400,0.6500,0.000000,0.000000,0.090800,0.090800,2026-07-22T21:09:54-04:00,2026-07-22T21:02:36-04:00
trade,0.92,KXAAAGASD-26JUL23-4.100,no,0.6400,0.6900,0.000000,0.000000,0.046000,0.046000,2026-07-22T21:10:35-04:00,2026-07-22T21:02:36-04:00
trade,0.61,KXAAAGASD-26JUL23-4.095,no,0.3000,0.3500,0.000000,0.000000,0.030500,0.030500,2026-07-22T21:13:11-04:00,2026-07-22T21:02:35-04:00
trade,0.71,KXAAAGASD-26JUL23-4.095,no,0.2900,0.3500,0.000000,0.000000,0.042600,0.042600,2026-07-22T21:13:11-04:00,2026-07-22T21:08:22-04:00
trade,0.68,KXAAAGASD-26JUL23-4.095,no,0.2900,0.3500,0.000000,0.000000,0.040800,0.040800,2026-07-22T21:13:11-04:00,2026-07-22T21:09:29-04:00
trade,0.61,KXAAAGASD-26JUL23-4.095,no,0.2900,0.4200,0.000000,0.000000,0.079300,0.079300,2026-07-22T21:15:38-04:00,2026-07-22T21:09:29-04:00
trade,17.08,KXAAAGASD-26JUL23-4.100,yes,0.3100,0.2700,0.000000,0.000000,-0.683200,-0.683200,2026-07-22T21:18:54-04:00,2026-07-22T21:10:35-04:00
trade,2.92,KXAAAGASD-26JUL23-4.100,yes,0.2400,0.2700,0.000000,0.000000,0.087600,0.087600,2026-07-22T21:18:54-04:00,2026-07-22T21:13:59-04:00
trade,12.00,KXAAAGASD-26JUL23-4.100,yes,0.2400,0.2800,0.000000,0.000000,0.480000,0.480000,2026-07-22T21:21:09-04:00,2026-07-22T21:13:59-04:00
trade,3.00,KXAAAGASD-26JUL23-4.095,yes,0.5800,0.6200,0.000000,0.000000,0.120000,0.120000,2026-07-22T21:24:37-04:00,2026-07-22T21:15:38-04:00
trade,0.39,KXAAAGASD-26JUL23-4.095,yes,0.5800,0.6800,0.000000,0.000000,0.039000,0.039000,2026-07-22T21:27:07-04:00,2026-07-22T21:15:38-04:00
trade,0.08,KXAAAGASD-26JUL23-4.100,yes,0.2400,0.2700,0.000000,0.000000,0.002400,0.002400,2026-07-22T21:27:57-04:00,2026-07-22T21:13:59-04:00
trade,15.00,KXAAAGASD-26JUL23-4.095,no,0.3200,0.3200,0.000000,0.000000,0.000000,0.000000,2026-07-22T21:29:31-04:00,2026-07-22T21:27:07-04:00
trade,0.61,KXAAAGASD-26JUL23-4.095,no,0.3200,0.3400,0.000000,0.000000,0.012200,0.012200,2026-07-22T21:31:19-04:00,2026-07-22T21:27:07-04:00
trade,1.39,KXAAAGASD-26JUL23-4.095,no,0.2900,0.3400,0.000000,0.000000,0.069500,0.069500,2026-07-22T21:31:19-04:00,2026-07-22T21:30:01-04:00
trade,7.92,KXAAAGASD-26JUL23-4.100,no,0.7300,0.7300,0.000000,0.000000,0.000000,0.000000,2026-07-22T21:38:08-04:00,2026-07-22T21:27:57-04:00
trade,2.00,KXAAAGASD-26JUL23-4.100,no,0.7100,0.7300,0.000000,0.000000,0.040000,0.040000,2026-07-22T21:38:08-04:00,2026-07-22T21:29:42-04:00
trade,1.08,KXAAAGASD-26JUL23-4.100,no,0.7200,0.7300,0.000000,0.000000,0.010800,0.010800,2026-07-22T21:38:08-04:00,2026-07-22T21:35:09-04:00
trade,0.61,KXAAAGASD-26JUL23-4.095,no,0.2900,0.3300,0.000000,0.000000,0.024400,0.024400,2026-07-22T21:38:48-04:00,2026-07-22T21:30:01-04:00
trade,0.48,KXAAAGASD-26JUL23-4.095,no,0.3300,0.3300,0.000000,0.000000,0.000000,0.000000,2026-07-22T21:38:48-04:00,2026-07-22T21:32:07-04:00
trade,0.97,KXAAAGASD-26JUL23-4.095,no,0.3300,0.3300,0.000000,0.000000,0.000000,0.000000,2026-07-22T21:38:49-04:00,2026-07-22T21:32:07-04:00
trade,1.94,KXAAAGASD-26JUL23-4.095,no,0.3300,0.3300,0.000000,0.000000,0.000000,0.000000,2026-07-22T21:38:49-04:00,2026-07-22T21:38:01-04:00
trade,0.06,KXAAAGASD-26JUL23-4.095,no,0.3300,0.3100,0.000000,0.000000,-0.001200,-0.001200,2026-07-22T21:43:52-04:00,2026-07-22T21:38:01-04:00
trade,14.94,KXAAAGASD-26JUL23-4.095,no,0.3000,0.3100,0.000000,0.000000,0.149400,0.149400,2026-07-22T21:43:52-04:00,2026-07-22T21:40:19-04:00
trade,0.06,KXAAAGASD-26JUL23-4.095,no,0.3000,0.3100,0.000000,0.000000,0.000600,0.000600,2026-07-22T21:43:52-04:00,2026-07-22T21:40:19-04:00
trade,0.92,KXAAAGASD-26JUL23-4.100,no,0.7200,0.7600,0.000000,0.000000,0.036800,0.036800,2026-07-22T21:44:20-04:00,2026-07-22T21:35:09-04:00
trade,0.31,KXAAAGASD-26JUL23-4.100,no,0.7000,0.7600,0.000000,0.000000,0.018600,0.018600,2026-07-22T21:44:20-04:00,2026-07-22T21:37:07-04:00
trade,1.77,KXAAAGASD-26JUL23-4.100,no,0.7900,0.7600,0.000000,0.000000,-0.053100,-0.053100,2026-07-22T21:44:20-04:00,2026-07-22T21:39:27-04:00
trade,1.94,KXAAAGASD-26JUL23-4.095,yes,0.6900,0.6900,0.000000,0.000000,0.000000,0.000000,2026-07-22T21:46:36-04:00,2026-07-22T21:43:52-04:00
trade,12.00,KXAAAGASD-26JUL23-4.095,no,0.3100,0.3200,0.000000,0.000000,0.120000,0.120000,2026-07-22T21:51:53-04:00,2026-07-22T21:46:36-04:00
trade,4.23,KXAAAGASD-26JUL23-4.100,no,0.7900,0.7600,0.000000,0.000000,-0.126900,-0.126900,2026-07-22T21:54:48-04:00,2026-07-22T21:39:27-04:00
trade,1.77,KXAAAGASD-26JUL23-4.100,no,0.7500,0.7600,0.000000,0.000000,0.017700,0.017700,2026-07-22T21:54:48-04:00,2026-07-22T21:52:51-04:00
trade,0.06,KXAAAGASD-26JUL23-4.095,no,0.3100,0.3500,0.000000,0.000000,0.002400,0.002400,2026-07-22T22:01:31-04:00,2026-07-22T21:46:36-04:00
trade,11.94,KXAAAGASD-26JUL23-4.095,no,0.3300,0.3500,0.000000,0.000000,0.238800,0.238800,2026-07-22T22:01:31-04:00,2026-07-22T21:58:33-04:00
trade,0.23,KXAAAGASD-26JUL23-4.100,no,0.7500,0.7300,0.000000,0.000000,-0.004600,-0.004600,2026-07-22T22:10:28-04:00,2026-07-22T21:52:51-04:00
trade,5.77,KXAAAGASD-26JUL23-4.100,no,0.7400,0.7300,0.000000,0.000000,-0.057700,-0.057700,2026-07-22T22:10:28-04:00,2026-07-22T21:58:37-04:00
trade,15.00,KXAAAGASW-26JUL27-4.120,no,0.0500,0.0600,0.000000,0.000000,0.150000,0.150000,2026-07-22T23:38:05-04:00,2026-07-22T15:19:24-04:00
credit,0.00,,,0.0000,0.0000,0.000000,0.000000,1.880000,1.880000,2026-07-22T02:29:17-04:00,2026-07-22T02:29:17-04:00
credit,0.00,,,0.0000,0.0000,0.000000,0.000000,2.470000,2.470000,2026-07-22T02:29:17-04:00,2026-07-22T02:29:17-04:00
credit,0.00,,,0.0000,0.0000,0.000000,0.000000,2.230000,2.230000,2026-07-22T02:58:57-04:00,2026-07-22T02:58:57-04:00
